Page Number,Lesson Number,Ex/Voc,Sing. / Perf.,Dual / Imperf.,Plural / Verbal N.,English Translations Singular Perfect,English Translations Dual Imperfect,English Translations Plural Verbal Noun,Verb Form,Part of Speech,Triliteral Root,Anki_ID,Usage Notes etc,Proofread
27,3,Vocabulary,أَبْيَضُ,,بِيضْ,white,,white,,noun,,3-v-15,,checked against textbook
27,3,Vocabulary,بَيْضَاءُ,,,white (f.),,,,noun,,3-v-16,,checked against textbook
27,3,Vocabulary,عَالٍ,,,"high, lofty",,,,noun,,3-v-17,,checked against textbook
28,3,Vocabulary,عَالِيَةٌ,,,"high, lofty (f.)",,,,noun,,3-v-18,,checked against textbook
28,3,Vocabulary,لَطِيفٌ,,,gentle,,,,noun,,3-v-19,,
28,3,Vocabulary,جَاهِلٌ,,جَاهِلُونَ,ignorant,,ignorant,,noun,,3-v-20,,checked against textbook
32,4,Vocabulary,نَارٌ,,نِيرَانٌ,"fire, Hell",,"fires, Hells",,noun,,4-v-1,,
32,4,Vocabulary,صَدَقَةٌ,,صَدَقَاتٌ,alm,,alms,,noun,,4-v-2,,
32,4,Vocabulary,عُرْفٌ,,أَعْرَافٌ,"crest, ridge, height",,"crests, ridges, heights",,noun,,4-v-3,,
32,4,Vocabulary,سَبِيلٌ,,سُبُلٌ,"way, road, path",,"ways, roads, paths",,noun,,4-v-4,,
32,4,Vocabulary,سَفَرٌ,,أَسْفَارٌ,journey,,journeys,,noun,,4-v-5,,checked against textbook
32,4,Vocabulary,ضَلَالٌ,,,"straying, error",,,,noun,,4-v-6,,
32,4,Vocabulary,فَسَادٌ,,,"mischief, corruption",,,,noun,,4-v-7,,
32,4,Vocabulary,حَمْدٌ,,,praise,,,,noun,,4-v-8,,
32,4,Vocabulary,أَهْلٌ,,أَهْلُونَ,"people, family, folk",,"peoples, families, folks",,noun,,4-v-9,,
32,4,Vocabulary,شَمْسٌ,,,sun,,,,noun,,4-v-10,,
32,4,Vocabulary,رَحِيمٌ,,,compassionate,,,,noun,,4-v-11,,
32,4,Vocabulary,صَابِرٌ,,,"patient, steadfast",,,,noun,,4-v-12,,
33,4,Vocabulary,مِنْ,,,"from, of",,,,preposition,,4-v-13,,checked against textbook
33,4,Vocabulary,فِي,,,"in, concerning",,,,preposition,,4-v-14,,checked against textbook
33,4,Vocabulary,ﻟِ-,,,"to, for",,,,preposition,,4-v-15,(Note that this entry uses the initial form ﻟ instead of the isolated form ل to indicate it is prefixed/connected to the word),checked against textbook
33,4,Vocabulary,ﺑِ-,,,"in, at, by",,,,preposition,,4-v-16,(Note that this entry uses the initial form ﺑ instead of the isolated form ب to indicate it is prefixed/connected to the word),checked against textbook
33,4,Vocabulary,عَلَى,,,"on, against",,,,preposition,,4-v-17,,checked against textbook
33,4,Vocabulary,إِلَى,,,to (motion),,,,preposition,,4-v-18,,checked against textbook
33,4,Vocabulary,مَعَ,,,with,,,,preposition,,4-v-19,,checked against textbook
33,4,Vocabulary,بَيْنَ,,,"between, among",,,,preposition,,4-v-20,,checked against textbook
37,5,Vocabulary,اِبْنٌ,,أَبْنَاءٌ / بَنُونَ,son,,sons,,noun,,5-v-1,,checked against textbook
37,5,Vocabulary,وَلِيٌّ,,أَوْلِيَاءُ,"friend, protector",,"friends, protectors",,noun,,5-v-2,,
37,5,Vocabulary,خَالِدٌ,,خَالِدُونَ,"remaining in, everlasting",,"remaining in, everlasting",,noun,,5-v-3,,
37,5,Vocabulary,صَالِحٌ,,,righteous,,,,noun,,5-v-4,,
37,5,Vocabulary,نِعْمَةٌ,,,"blessing, bounty",,,,noun,,5-v-5,,
37,5,Vocabulary,حَسْبٌ,,,"sufficiency, reckoning",,,,noun,,5-v-9,,
37,5,Vocabulary,أَخٌ,,إِخْوَانٌ / إِخْوَةٌ,brother,,brothers,,noun,,5-v-6,,
37,5,Vocabulary,رَبٌّ,,أَرْبَابٌ,lord,,lords,,noun,,5-v-7,,
37,5,Vocabulary,عَمَلٌ,,أَعْمَالٌ,work,,works,,noun,,5-v-8,,
37,5,Vocabulary,قَرِيبٌ,,,near,,,,noun,,5-v-10,,
37,5,Vocabulary,سَمِيعٌ,,,hearing (adj.),,,,noun,,5-v-11,,
37,5,Vocabulary,حَيَاةٌ,,,life,,,,noun,,5-v-12,,checked against textbook
37,5,Vocabulary,حَيَوٰةٌ,,,life,,,,noun,,5-v-12.2,listed as 'also' under 'life' entry,checked against textbook
39,6,Vocabulary,هٰذَا,,هٰؤُلَآءِ,This,,These,,demonstrative pronoun/adjective,,6-v-1,,checked against textbook
39,6,Vocabulary,هٰذِهِ,,,"This, These (f.)",,,,demonstrative pronoun/adjective,,6-v-2,,checked against textbook
39,6,Vocabulary,ذٰلِكَ,,أُولَائِكَ,That,,Those,,demonstrative pronoun/adjective,,6-v-3,,checked against textbook
39,6,Vocabulary,تِلْكَ,,,"That, Those (f.)",,,,demonstrative pronoun/adjective,,6-v-4,,checked against textbook
41,6,Vocabulary,أُمَّةٌ,,أُمَمٌ,community,,communities,,noun,,6-v-5,,checked against textbook
41,6,Vocabulary,اِبْنَةٌ,,بَنَاتٌ,daughter,,daughters,,noun,,6-v-6,,checked against textbook
41,6,Vocabulary,شَيْءٌ,,أَشْيَاءُ,thing,,things,,noun,,6-v-7,,checked against textbook
41,6,Vocabulary,دَارٌ,,دُورٌ / دِيَارٌ,abode (f.),,abodes,,noun,,6-v-8,,checked against textbook
41,6,Vocabulary,حِزْبٌ,,أَحْزَابٌ,party,,parties,,noun,,6-v-9,,checked against textbook
41,6,Vocabulary,أَثَرٌ,,آثَارٌ,"track, effect",,"tracks, effects",,noun,,6-v-10,,checked against textbook
41,6,Vocabulary,لِسَانٌ,,أَلْسِنَةٌ,tongue,,tongues,,noun,,6-v-11,,checked against textbook
41,6,Vocabulary,نَاقَةٌ,,إِبِلٌ,she-camel,,she-camels,,noun,,6-v-12,,checked against textbook
41,6,Vocabulary,نَهْرٌ,,أَنْهَارٌ,river,,rivers,,noun,,6-v-13,,
41,6,Vocabulary,فَضْلٌ,,,bounty,,,,noun,,6-v-14,,
41,6,Vocabulary,سِحْرٌ,,,magic,,,,noun,,6-v-15,,checked against textbook
41,6,Vocabulary,صِرَاطٌ,,,"way, path",,,,noun,,6-v-16,,
41,6,Vocabulary,قَمِيصٌ,,,shirt,,,,noun,,6-v-17,,
41,6,Vocabulary,مُجْرِمٌ,,,sinner,,,,noun,,6-v-18,,checked against textbook
41,6,Vocabulary,قَلِيلٌ,,,few,,,,noun,,6-v-19,,
41,6,Vocabulary,مُسْتَقِيمٌ,,,straight,,,,noun,,6-v-20,,
41,6,Vocabulary,عَجِيبٌ,,,"amazing, strange, wonderful",,,,noun,,6-v-21,,
41,6,Vocabulary,حَلَالٌ,,,permissible,,,,noun,,6-v-22,,
41,6,Vocabulary,حَرَامٌ,,,"forbidden, sacred",,,,noun,,6-v-23,,
41,6,Vocabulary,بَعِيدٌ,,,"far-reaching, distant",,,,noun,,6-v-24,,
42,6,Vocabulary,يَسِيرٌ,,,easy,,,,noun,,6-v-25,,
42,6,Vocabulary,عَسِيرٌ,,,difficult,,,,noun,,6-v-26,,
42,6,Vocabulary,قَبْلَ,,,before,,,,noun,,6-v-27,,
42,6,Vocabulary,بَعْدَ,,,after,,,,noun,,6-v-28,,
47,7,Vocabulary,اَلرَّحْمٰنُ,,,the Merciful,,,,noun,,7-v-1,,checked against textbook
47,7,Vocabulary,شَفًا,,,"lip, rim, edge",,,,noun,,7-v-3,,checked against textbook
47,7,Vocabulary,,,اَلْعَالَمِينَ,,,(gen. pl. only) created beings,,noun,,7-v-2,,checked against textbook
47,7,Vocabulary,حُفْرَةٌ,,,pit,,,,noun,,7-v-4,,
47,7,Vocabulary,أَبٌ,,آبَاءٌ,father,,fathers,,noun,,7-v-5,,
47,7,Vocabulary,صَاحِبٌ,,أَصْحَابٌ,"companion, inhabitant",,"companions, inhabitants",,noun,,7-v-6,,
47,7,Vocabulary,طَائِفَةٌ,,,"group, number, party",,,,noun,,7-v-7,,
47,7,Vocabulary,اِمْرَأَةٌ,,نِسَاءٌ / نِسْوَةٌ,woman,,,,noun,,7-v-8,,checked against textbook
47,7,Vocabulary,أَمْرٌ,,أُمُورٌ,"affair, matter, command",,"affairs, matters, commands",,noun,,7-v-9,,checked against textbook
47,7,Vocabulary,إِنْسَانٌ,,اَلنَّاسُ,man,,people,,noun,,7-v-10,,checked against textbook
47,7,Vocabulary,ذُو,,أُولُو,possessor of,,possessors of,,noun,,7-v-11,,checked against textbook
47,7,Vocabulary,اِسْمٌ,,أَسْمَاءٌ,name,,names,,noun,,7-v-12,,checked against textbook
47,7,Vocabulary,,,أَلْبَابٌ,"hearts, intellects",,,,noun,,7-v-13,,checked against textbook
47,7,Vocabulary,بَصَرٌ,,أَبْصَارٌ,"sight, eye",,"sights, eyes",,noun,,7-v-14,,
47,7,Vocabulary,يَدٌ,,أَيْدٍ,hand,,hands,,noun,,7-v-15,,checked against textbook
48,7,Vocabulary,عَدُوٌّ,,أَعْدَاءٌ,enemy,,enemies,,noun,,7-v-16,,
48,7,Vocabulary,شَيْطَانٌ,,شَيَاطِينُ,devil,,devils,,noun,,7-v-17,,
48,7,Vocabulary,سَوْءٌ,,,evil,,,,noun,,7-v-18,,checked against textbook
48,7,Vocabulary,عَاقِبَةٌ,,,"end, consequence",,,,noun,,7-v-19,,
48,7,Vocabulary,مَدِينَةٌ,,مُدُنٌ,city,,cities,,noun,,7-v-20,,
48,7,Vocabulary,بَيْتٌ,,بُيُوتٌ,house,,houses,,noun,,7-v-21,,
53,8,Vocabulary,بَعَثَ,يَبْعَثُ,بَعْثٌ,"to send, raise",,,,verb,,8-v-1,,
53,8,Vocabulary,بَلَغَ,يَبْلُغُ,بُلُوغٌ,to reach,,,,verb,,8-v-2,,
53,8,Vocabulary,جَعَلَ,يَجْعَلُ,جَعْلٌ,"to make, assign, appoint",,,,verb,,8-v-3,,
54,8,Vocabulary,حَمَلَ,يَحْمِلُ,حَمْلٌ,to carry,,,,verb,,8-v-4,,
54,8,Vocabulary,خَلَقَ,يَخْلُقُ,خَلْقٌ,to create,creates,creating,,verb,,8-v-5,,
54,8,Vocabulary,دَخَلَ,يَدْخُلُ,دُخُولٌ,to enter,,,,verb,,8-v-6,,
54,8,Vocabulary,ذَكَرَ,يَذْكُرُ,ذِكْرٌ,to mention,,,,verb,,8-v-7,,
54,8,Vocabulary,ذَهَبَ,يَذْهَبُ,ذَهَابٌ,to go away,,,,verb,,8-v-8,,
54,8,Vocabulary,سَمِعَ,يَسْمَعُ,سَمْعٌ,to hear,,,,verb,,8-v-9,,
54,8,Vocabulary,شَرِبَ,يَشْرَبُ,شُرْبٌ,to drink,,,,verb,,8-v-10,,checked against textbook
54,8,Vocabulary,شَهِدَ,يَشْهَدُ,شَهَادَةٌ,to witness,witnesses,witnessing,,verb,,8-v-11,,
54,8,Vocabulary,ضَرَبَ,يَضْرِبُ,ضَرْبٌ,"to strike, coin, journey",,,,verb,,8-v-12,,checked against textbook
54,8,Vocabulary,عَمِلَ,يَعْمَلُ,عَمَلٌ,"to do, work","does, works","doing, work",,verb,,8-v-13,,
54,8,Vocabulary,كَتَبَ,يَكْتُبُ,كِتَابَةٌ,to write,,,,verb,,8-v-14,,
54,8,Vocabulary,وَجَدَ,يَجِدُ,وُجُودٌ,to find,,,,verb,,8-v-15,,
54,8,Vocabulary,وَعَدَ,يَعِدُ,وَعْدٌ,to promise,,,,verb,,8-v-16,,
54,8,Vocabulary,رَجَعَ,يَرْجِعُ,رُجُوعٌ,to return,,,,verb,,8-v-17,,
54,8,Vocabulary,ظَهَرَ,يَظْهَرُ,ظُهُورٌ,to appear,,,,verb,,8-v-18,,
54,8,Vocabulary,كَرِهَ,يَكْرَهُ,كَرْهٌ,"to be reluctant, hate","is reluctant, hates","reluctance, hatred",,verb,,8-v-19,,checked against textbook
54,8,Vocabulary,لَبِثَ,يَلْبَثُ,لَبْثٌ,"to tarry, linger",,,,verb,,8-v-20,,
54,8,Vocabulary,سَيِّئَةٌ,,سَيِّئَاتٌ,"evil, ill",,"evils, ills",,noun,,8-v-21,,
54,8,Vocabulary,قَمَرٌ,,,moon,,,,noun,,8-v-22,,
54,8,Vocabulary,ضِيَاءٌ,,,"light, illumination",,,,noun,,8-v-23,,
55,8,Vocabulary,مَطْلِعٌ,,,rising-place,,,,noun,,8-v-26,,
55,8,Vocabulary,نُورٌ,,أَنْوَارٌ,light,,lights,,noun,,8-v-24,,
55,8,Vocabulary,مَثَلٌ,,أَمْثَالٌ,"likeness, parallel",,"likenesses, parallels",,noun,,8-v-25,,checked against textbook
55,8,Vocabulary,مَغْرِبٌ,,مَغَارِبُ,setting-place,,setting-places,,noun,,8-v-27,,
55,8,Vocabulary,بَرٌّ,,,land,,,,noun,,8-v-28,,
55,8,Vocabulary,حَمْلٌ,,,load,,,,noun,,8-v-30,,checked against textbook
55,8,Vocabulary,بَحْرٌ,,بِحَارٌ,sea,,seas,,noun,,8-v-29,,checked against textbook
55,8,Vocabulary,يَوْمُ ٱلْبَعْثِ,,,Day of Resurrection,,,,noun,,8-v-31,,checked against textbook
55,8,Vocabulary,اَلزَّبُورُ,,,the Psalms,,,,noun,,8-v-32,,checked against textbook
55,8,Vocabulary,خَفِيفٌ,,,light (adj.),,,,noun,,8-v-33,,
60,9,Vocabulary,أَخَذَ,يَأْخُذُ,أَخْذٌ,"to take, seize",,,,verb,,9-v-1,,checked against textbook
60,9,Vocabulary,أَمَرَ,يَأْمُرُ,أَمْرٌ,to order,,,,verb,,9-v-2,,checked against textbook
60,9,Vocabulary,تَبِعَ,يَتْبَعُ,تَبَعٌ,to follow,follows,following,,verb,,9-v-3,,checked against textbook
60,9,Vocabulary,خَرَجَ,يَخْرُجُ,خُرُوجٌ,to go out,,,,verb,,9-v-4,,checked against textbook
60,9,Vocabulary,رَفَعَ,يَرْفَعُ,رَفْعٌ,to raise,,,,verb,,9-v-5,,checked against textbook
60,9,Vocabulary,سَأَلَ,يَسْأَلُ,سُؤَالٌ,to ask,,,,verb,,9-v-6,,checked against textbook
60,9,Vocabulary,فَعَلَ,يَفْعَلُ,فَعْلَةٌ,to do,,,,verb,,9-v-7,,checked against textbook
60,9,Vocabulary,كَذَبَ,يَكْذِبُ,كِذْبٌ,to tell lies,,,,verb,,9-v-8,,checked against textbook
60,9,Vocabulary,نَصَرَ,يَنْصُرُ,نَصْرٌ,to help,,,,verb,,9-v-9,,checked against textbook
60,9,Vocabulary,عَلِمَ,يَعْلَمُ,عِلْمٌ,to know,,,,verb,,9-v-10,,checked against textbook
60,9,Vocabulary,إِذْنٌ,,,"permission, allowance",,,,noun,,9-v-11,,checked against textbook
60,9,Vocabulary,نَهْرٌ,,أَنْهَارٌ,river,,rivers,,noun,,9-v-12,,checked against textbook
60,9,Vocabulary,ذَنْبٌ,,ذُنُوبٌ,sin,,sins,,noun,,9-v-13,,checked against textbook
60,9,Vocabulary,لَعْنَةٌ,,,curse,,,,noun,,9-v-14,,checked against textbook
60,9,Vocabulary,سَلَامٌ,,,peace,,,,noun,,9-v-15,,checked against textbook
60,9,Vocabulary,رِجْلٌ,,أَرْجُلٌ,foot (f.),,feet,,noun,,9-v-16,,checked against textbook
60,9,Vocabulary,نَفْسٌ,,أَنْفُسٌ,"soul, self (f.)",,"souls, selves",,noun,,9-v-17,,checked against textbook
60,9,Vocabulary,وَلَدٌ,,أَوْلَادٌ,child,,children,,noun,,9-v-18,,checked against textbook
61,9,Vocabulary,خِلَالَ,,,through,,,,noun,,9-v-19,,checked against textbook
61,9,Vocabulary,عَنْ,,,away from; concerning,,,,noun,,9-v-20,,checked against textbook
67,10,Vocabulary,سُوءٌ,,,"evil, wrong",,,,noun,,10-v-12,,
66,10,Vocabulary,تَرَكَ,يَتْرُكُ,تَرْكٌ,to leave,leaves,leaving,,verb,,10-v-1,,
66,10,Vocabulary,ظَلَمَ,يَظْلِمُ,ظُلْمٌ,to do wrong,does wrong,doing wrong,,verb,,10-v-2,,checked against textbook
66,10,Vocabulary,كَسَبَ,يَكْسِبُ,كَسْبٌ,"to acquire, earn, gain","acquires, earns, gains","acquiring, earning, gaining",,verb,,10-v-3,,
66,10,Vocabulary,عَمِلَ,يَعْمَلُ,عَمَلٌ,"to do, work","does, works","doing, work",,verb,,10-v-4,,checked against textbook
66,10,Vocabulary,فَرِحَ,يَفْرَحُ,فَرَحٌ,to rejoice in,rejoices in,rejoicing,,verb,,10-v-5,,
66,10,Vocabulary,فَرَضَ,يَفْرِضُ,فَرْضٌ,"to assign, prescribe","assigns, prescribes","assigning, prescribing",,verb,,10-v-6,,checked against textbook
66,10,Vocabulary,قَدِمَ,يَقْدَمُ,قُدُومٌ,"to come, advance on","comes, advances on","coming, advancing",,verb,,10-v-7,,checked against textbook
66,10,Vocabulary,كَنَزَ,يَكْنُزُ,كَنْزٌ,to store,stores,storing,,verb,,10-v-8,,checked against textbook
66,10,Vocabulary,مَنَعَ,يَمْنَعُ,مَنْعٌ,"to let enjoy, make provision for","lets enjoy, makes provision for","letting enjoy, making provision for",,verb,,10-v-9,,
66,10,Vocabulary,وَقَعَ,يَقَعُ,وُقُوعٌ,"to fall, come to pass","falls, comes to pass","falling, coming to pass",,verb,,10-v-10,,
67,10,Vocabulary,بَشَرٌ,,بَشَرٌ,human being,,"men, human beings",,noun,,10-v-11,no plural given in textbook,TODO: check single vs plural
67,10,Vocabulary,شَهِيدٌ,,شُهَدَاءُ,witness,,witnesses,,noun,,10-v-13,,checked against textbook
67,10,Vocabulary,قَوْلٌ,,أَقْوَالٌ / [أَقَاوِيلُ],"saying, word, speech",,"sayings, words, speech",,noun,,10-v-14,,checked against textbook
67,10,Vocabulary,مَقَامٌ,,,station,,,,noun,,10-v-15,,
67,10,Vocabulary,مُلْكٌ,,,"sovereignty, kingdom",,,,noun,,10-v-16,,checked against textbook
67,10,Vocabulary,عِلْمٌ,,عُلُومٌ,knowledge,,knowledge,,noun,,10-v-17,,
67,10,Vocabulary,نَاصِرٌ / نَصِيرٌ,,أَنْصَارٌ,helper,,helpers,,noun,,10-v-18,,
67,10,Vocabulary,نِصْفٌ,,,half,,,,noun,,10-v-19,,
67,10,Vocabulary,خَيْرٌ,,,"good, better, best",,,,noun,,10-v-20,,
67,10,Vocabulary,مَجْنُونٌ,,,possessed (by Jinn),,,,noun,,10-v-21,,
67,10,Vocabulary,مَعْرُوفٌ,,,"kindness, proper",,,,noun,,10-v-22,,checked against textbook
67,10,Vocabulary,مَعْلُومٌ,,,known,,,,noun,,10-v-23,,
67,10,Vocabulary,مَيَّتٌ,,مَيَّتُونَ,dead,,dead,,noun,,10-v-24,,checked against textbook
67,10,Vocabulary,خَلْفَ,,,behind,,,,noun,,10-v-25,,
67,10,Vocabulary,إِلَّا,,,except,,,,noun,,10-v-27,,
67,10,Vocabulary,عِنْدَ,,,"with, in the possession of",,,,noun,,10-v-26,,checked against textbook
72,11,Vocabulary,حَفِظَ,يَحْفَظُ,حِفْظٌ,"to guard, preserve, keep","guards, preserves, keeps","guarding, preserving, keeping",,verb,,11-v-1,,
72,11,Vocabulary,فَتَحَ,يَفْتَحُ,فَتْحٌ,to open,opens,opening,,verb,,11-v-2,,
72,11,Vocabulary,نَظَرَ,يَنْظُرُ,نَظَرٌ,"to look at (when used with: إِلَى / 'ilā), into (with: فِي / fī)","looks at (when used with: إِلَى / 'ilā), into (with: فِي / fī)","looking at (when used with: إِلَى / 'ilā), into (with: فِي / fī)",,verb,,11-v-3,,checked against textbook
72,11,Vocabulary,إِثْمٌ,,,sin,,,,noun,,11-v-4,,
72,11,Vocabulary,أَجَلٌ,,,term,,,,noun,,11-v-5,,
72,11,Vocabulary,ثَمَرَةٌ,,ثَمَرَاتٌ,fruit,,fruits,,noun,,11-v-6,,
72,11,Vocabulary,حَفِيظٌ,,حَفَظَةٌ,guardian,,guardians,,noun,,11-v-7,,
72,11,Vocabulary,رَهِينٌ,,,"hostage, pledged",,,,noun,,11-v-8,,
72,11,Vocabulary,سَيَّارَةٌ,,سَيَّارَاتٌ,caravan,,caravans,,noun,,11-v-9,,
73,11,Vocabulary,ظَنٌّ,,ظُنُونٌ,"thought, supposition, suspicion, conjecture",,,,noun,,11-v-10,,
